article,series,series-id,episode,language,category,origin,shop-id,web,data-sets,id-sets,id-sets-confidence,auth-sets
2000010536,Pippi Langstrumpf,pippi-langstrumpf,Pippi Calzelunghe,it-it,audio-play,tunes,2913cd50-6c5f-4566-839e-102c74623a43,https://tonies.com/de-de/audio-content/pippi-langstrumpf/pippi-calzelunghe/,1,0,0,0
2000010537,Pippi Langstrumpf,pippi-langstrumpf,Pippi Calzelunghe sale a bordo,it-it,audio-play,tunes,f0d09292-8a9f-4ddc-9859-5709b1a7f731,https://tonies.com/de-de/audio-content/pippi-langstrumpf/pippi-calzelunghe-sale-a-bordo/,1,0,0,0
2000010774,Michel aus Lönneberga,michel-aus-loenneberga,Emil di Lönneberga - Emil colpisce ancora,it-it,audio-play,tunes,87cf25d0-5e74-4eab-ad10-0d3bf3ffc946,https://tonies.com/de-de/audio-content/michel-aus-loenneberga/emil-colpisce-ancora/,1,0,0,0
2000010775,Michel aus Lönneberga,michel-aus-loenneberga,Emil di Lönneberga,it-it,audio-play,tunes,c8d6b5e3-6dcf-4aca-b41e-2b166a2cdb3c,https://tonies.com/de-de/audio-content/michel-aus-loenneberga/emil-di-lonneberga/,1,0,0,0
