article,series,series-id,episode,language,category,origin,shop-id,web,data-sets,id-sets,id-sets-confidence,auth-sets
2000010797,Willy,willy,Willy e o bando de arenques,pt-pt,audio-play,tunes,6ba426a3-3d0d-4e7f-b7d3-2c043d0aa876,https://tonies.com/de-de/audio-content/willy/willy-e-o-bando-de-arenques/,1,0,0,0
2000010798,Willy visita o mundo quadrado,,Willy visita o mundo quadrado,pt-pt,audio-play,tunes,9d62a949-cd81-44c8-b50d-4cc1f8349121,https://tonies.com/de-de/audio-content/willy-visita-o-mundo-quadrado/,1,0,0,0
