article,series,series-id,episode,language,category,shop-id,web,data-sets,id-sets,id-sets-confidence,auth-sets
10000650,Curious George,,,en-us,Tonie,7868717367447,,1,0,0,0
10000652,Disney & Pixar,,Coco,en-us,Tonie,7789751500951,,1,0,0,0
10000655,Disney,,Minnie Mouse,en-us,Tonie,7099444265111,,1,0,0,0
10000656,Disney,,Beauty & the Beast,en-us,Tonie,7219028885655,,1,0,0,0
10000658,Disney,,Brave,en-gb,audio-play-songs,,,1,0,0,0
10000659,Creative-Tonie,,Singer,en-us,Creative Tonie,7274254827671,,1,0,0,0
10000660,Holiday Songs,,,en-us,Tonie,7255819845783,,1,0,0,0
10000662,Magic Faraway Tree,magic-faraway-tree,Magic Faraway Tree - The Enchanted Wood,en-gb,audio-book,71d0566a-2152-4878-b935-d6e3375326c2,https://tonies.com/en-gb/tonies/magic-faraway-tree/magic-faraway-tree/,1,0,0,0
10000663,Mr Bean ,,Mr Bean,en-gb,music,,,1,0,0,0
10000664,Disney,disney,Minnie - When we grow up,en-gb,audio-book,995bb377-fe72-4ca1-9d0a-bc296538d4d7,https://tonies.com/en-gb/tonies/disney/minnie-mouse/,1,0,0,0
10000665,Disney,disney,Minnie Maus - Helfen macht Spaß,de-de,audio-play,9811f83e-b5ea-4794-b719-a989be617693,https://tonies.com/de-de/tonies/disney/helfen-macht-spa/,1,1,0,0
10000666,Disney,disney,Die Schöne und das Biest,de-de,audio-play-songs,06acd25a-fb26-4167-bace-5681c73fcfde,https://tonies.com/de-de/tonies/disney/die-schoene-und-das-biest/,1,1,1,1
10000667,Clangers,clangers,Clangers Radio,en-gb,audio-play,a413a340-9d7a-45a4-b7d4-a132354ebfc4,https://tonies.com/en-gb/tonies/clangers/clangers-radio/,1,0,0,0
10000669,Roald Dahl,roald-dahl,Revolting Rhymes and Dirty Beasts,en-gb,audio-book,34d9f738-e578-4fb2-8239-8b72da313cef,https://tonies.com/en-gb/tonies/roald-dahl/revolting-rhymes/,1,0,0,0
10000670,Bing,bing,Bing Bunny,en-gb,audio-play,665b61f6-abf6-4e3f-9565-c152d524743f,https://tonies.com/en-gb/tonies/bing/bing/,1,0,0,0
10000671,Disney,disney,Die Eiskönigin 2,de-de,audio-play-songs,2fe74d1e-2e0a-4a13-b813-beb6c3c7bb33,https://tonies.com/de-de/tonies/disney/die-eiskoenigin-2/,1,2,1,1
10000672,Disney,disney,Coco,de-de,audio-play-songs,35783b5f-eae6-4837-90be-492d47251556,https://tonies.com/de-de/tonies/disney/coco/,1,1,0,1
10000674,Disney,disney,Frozen 2,en-gb,audio-play-songs,39bbbc2b-23d3-4c00-a453-c13c9480b861,https://tonies.com/en-gb/tonies/disney/frozen-2/,1,0,0,0
10000675,Disney,disney,Bambi,en-gb,audio-play-songs,140747e8-c61d-464a-a50e-a1ae45929ecc,https://tonies.com/en-gb/tonies/disney/bambi/,1,0,0,0
10000676,Disney,disney,Beauty and the Beast,en-gb,audio-book-songs,579360f6-840b-47f3-95ea-85bc7eda9a74,https://tonies.com/en-gb/tonies/disney/the-beauty-and-the-beast/,1,1,0,0
10000679,Disney,,Frozen 2: Anna,en-us,Tonie,7274253025431,,1,0,0,0
10000680,Miraculous,miraculous,Miraculous - Ladybug,en-gb,audio-play,43e720f5-91dd-40dd-becd-8154d5cc7fcf,https://tonies.com/en-gb/tonies/miraculous/miraculous-ladybug/,1,1,0,0
10000681,Barbie,barbie,Princess Adventure,de-de,audio-play,03787943-fd77-44ff-8ebb-1ee1fddaa3b2,https://tonies.com/de-de/tonies/barbie/princess-adventure/,1,1,1,2
10000682,Barbie,barbie,Barbie Princess Adventure,en-gb,audio-play-songs,5163f836-5ae7-4be8-8c7c-ff23b4b7ab31,https://tonies.com/en-gb/tonies/barbie/princess-adventure/,1,1,0,0
10000683,Disney,disney,Mickys total verrücktes Fußballspiel,de-de,audio-play,20e5d9e4-840b-4ef9-84d0-93754e67075a,https://tonies.com/de-de/tonies/disney/mickys-total-verruecktes-fussballspiel/,1,1,1,1
10000684,Disney,disney,Toy Story 2,en-gb,audio-play-songs,488322c0-650a-4d10-8d59-3640fdaef953,https://tonies.com/en-gb/tonies/disney/toy-story-2/,1,0,0,0
10000685,Disney & Pixar,,Toy Story 2: Buzz Lightyear,en-us,Tonie,7223047848087,,1,0,0,0
10000686,Disney,disney,Rapunzel – Neu verföhnt,de-de,audio-play,c3cb8810-56aa-42ee-8dbb-8ec61bf5bc9a,https://tonies.com/de-de/tonies/disney/rapunzel/,1,1,1,1
10000687,Disney,disney,Küss den Frosch,de-de,audio-play,16ad2b9b-6fbd-44d0-92c3-ad6a230d2070,https://tonies.com/de-de/tonies/disney/kss-den-frosch/,1,1,1,1
10000688,Disney,disney,The Princess and the Frog,en-gb,audio-play-songs,c14bced7-de8e-4192-a51b-792747a3ea80,https://tonies.com/en-gb/tonies/disney/the-princess-and-the-frog/,1,0,0,0
10000689,Disney,,The Princess & The Frog,en-us,Tonie,7371505664151,,1,0,0,0
10000690,Disney,disney,Tangled,en-gb,audio-play-songs,968aba4a-efa1-407e-b262-75d0c48413b4,https://tonies.com/en-gb/tonies/disney/tangled/,1,0,0,0
10000691,Disney,,Tangled,en-us,Tonie,7410336858263,,1,0,0,0
10000692,Disney,disney,Mickey and Friends,en-gb,audio-book,c1688ad1-0e59-4185-a4e8-95dcccb1a8b5,https://tonies.com/en-gb/tonies/disney/mickey-and-friends/,1,0,0,0
10000693,Der Räuber Hotzenplotz,der-raeuber-hotzenplotz,Der Räuber Hotzenplotz,de-de,audio-play,7f952475-ba42-4720-ad52-840a18d77d41,https://tonies.com/de-de/tonies/der-raeuber-hotzenplotz/der-raeuber-hotzenplotz-2021/,1,1,1,1
10000694,Der Räuber Hotzenplotz,,Neues vom Räuber Hotzenplotz,de-de,audio-play,,,1,1,1,1
10000695,Der Räuber Hotzenplotz,,Schluss mit der Räuberei,de-de,audio-play,,,1,1,1,1
10000696,Der kleine Wassermann,der-kleine-wassermann,Der kleine Wassermann (Neuauflage 2022),de-de,audio-play,3393ed18-f649-44dc-b56d-96d4d582947d,https://tonies.com/de-de/tonies/der-kleine-wassermann/der-kleine-wassermann-neuauflage-2022/,1,0,0,0
10000697,Die kleine Hexe,die-kleine-hexe,Die kleine Hexe,de-de,audio-play,7c4d86aa-2d76-4e81-8220-3950219464a3,https://tonies.com/de-de/tonies/die-kleine-hexe/die-kleine-hexe-neuauflage-2022/,1,0,0,0
10000698,Das kleine Gespenst,das-kleine-gespenst,Das kleine Gespenst (Neuauflage 2022),de-de,audio-play,9e74ecc7-ae82-45de-a769-4e80e5eaaa29,https://tonies.com/de-de/tonies/das-kleine-gespenst/das-kleine-gespenst-neuauflage-2022/,1,0,0,0
10000700,Disney,,Winnie the Pooh,en-us,Tonie,6972819964055,,1,1,1,1
10000701,Diary of a Wimpy Kid,,,en-us,Tonie,6972818555031,,1,0,0,0
10000705,Sesame Street,sesame-street,Elmo,en-gb,audio-play-songs,c008eeb6-dbac-49af-b247-a0709acf4b9e,https://tonies.com/en-gb/tonies/sesame-street/elmo/,1,0,0,0
10000706,Sesame Street,,Elmo,en-us,Tonie,7099209973911,,1,1,1,1
10000710,PJ Masks,pj-masks,Owlette,en-gb,audio-play,1447b567-6e07-42cc-8a3c-38d7a69f3185,https://tonies.com/en-gb/tonies/pj-masks/owlette/,1,1,0,0
10000721,Paw Patrol,paw-patrol,Skye,en-gb,audio-play,1067134b-fa45-49c1-b9c2-e56b91fa6fa9,https://tonies.com/en-gb/tonies/paw-patrol/skye/,1,0,0,0
10000722,Mia and me,mia-and-me,Ankunft in Centopia / Eine neue Hoffnung,de-de,audio-play,8720d5f7-16f6-404f-bb87-5120f90f3874,https://tonies.com/de-de/tonies/mia-and-me/ankunft-in-centopia/,1,2,1,1
10000723,Creative-Tonie,,Superhero - Turquoise/Green,en-us,Creative Tonie,6220699238551,,1,0,0,0
10000724,PJ Masks,,Catboy,en-us,Tonie,7745039204503,,1,0,0,0
10000725,PJ Masks,pj-masks,Catboy,en-gb,audio-play,906093f0-f2e0-4505-a98d-0e620e6100cb,https://tonies.com/en-gb/tonies/pj-masks/catboy/,1,0,0,0
10000726,PAW Patrol,,Skye,en-us,Tonie,7173602246807,,1,0,0,0
10000727,PJ Masks,,Gekko,en-us,Tonie,7745043103895,,1,0,0,0
10000728,PJ Masks,pj-masks,Gekko,en-gb,audio-play,319804c0-453f-480e-a48d-3a81f06f5979,https://tonies.com/en-gb/tonies/pj-masks/gekko/,1,0,0,0
10000729,Creative-Tonie,,Superhero - Pink/Purple,en-us,Creative Tonie,6220697763991,,1,0,0,0
10000730,Paw Patrol,paw-patrol,Marshall,en-gb,audio-play,5fdd74cf-2f87-4b65-8b45-7e227d6f0796,https://tonies.com/en-gb/tonies/paw-patrol/marshall/,1,0,0,0
10000731,PAW Patrol,,Marshall,en-us,Tonie,7173595562135,,1,1,1,1
10000732,Pippi Langstrumpf,pippi-langstrumpf,Pippi Langstrumpf,de-de,audio-book,459b7f02-6193-4af1-83dd-aa70a11319ef,https://tonies.com/de-de/tonies/pippi-langstrumpf/pippi-langstrumpf/,1,1,1,1
10000733,Pippi Longstocking,pippi-longstocking,Pippi Longstocking,en-gb,audio-book,2c461dc5-f399-44b6-a893-a4b6c6dcef40,https://tonies.com/en-gb/tonies/pippi-longstocking/pippi-longstocking/,1,0,0,0
10000748,Nap Time,,White Noise,en-us,Tonie,6220652150935,,1,1,1,1
10000749,Llama Llama,,,en-us,Tonie,7173642748055,,1,0,0,0
10000750,Llama Llama,,Mama Llama,en-us,Tonie,7173645959319,,1,0,0,0
10000752,Roald Dahl,,Matilda,en-us,Tonie,7685476876439,,1,0,0,0
10000753,Roald Dahl,,The Witches,en-us,Tonie,7768863015063,,1,0,0,0
10000755,Nap Time,,Nature Sounds,en-us,Tonie,6220646252695,,1,1,0,0
10000768,Disney,,101 Dalmatians,en-us,Tonie,7325056598167,,1,0,0,0
10000770,Beethoven's Wig,,,en-us,Tonie,6897940005015,,1,0,0,0
10000771,Dora the Explorer,,,en-us,Tonie,7604694548631,,1,0,0,0
10000773,Wild Kratts,,Martin,en-us,Tonie,7395889021079,,1,0,0,0
10000774,Elinor Wonders Why,,,en-us,Tonie,7651198238871,,1,0,0,0
10000776,Blaze & the Monster Machines,,,en-us,Tonie,7806504337559,,1,0,0,0
10000777,Blue's Clues & You,,,en-us,Tonie,7565380911255,,1,0,0,0
10000778,Disney & Pixar,,Cars: Mater,en-us,Tonie,7654007537815,,1,0,0,0
10000780,Pete the Cat,,,en-us,Tonie,7395920740503,,1,0,0,0
10000781,Corduroy,,,en-us,Tonie,7453184393367,,1,0,0,0
10000785,The Very Hungry Caterpillar & Friends,,,en-us,Tonie,7536602120343,,1,1,1,1
10000787,Roald Dahl,,Charlie and the Chocolate Factory,en-us,Tonie,8087314038935,,1,0,0,0
10000788,Roald Dahl,,James & the Giant Peach,en-us,Tonie,7868702654615,,1,0,0,0
10000790,Clark the Shark,,,en-us,Tonie,7806501912727,,1,0,0,0
10000791,Dr. Seuss,,How The Grinch Stole Christmas!,en-us,Tonie,7801055510679,,1,0,0,0
10000792,Dr. Seuss,,The Cat in the Hat,en-us,Tonie,7373087670423,,1,0,0,0
10000793,Dr. Seuss,,Horton Hears a Who!,en-us,Tonie,7695092908183,,1,0,0,0
10000794,Der magische Blumenladen,der-magische-blumenladen,Ein Geheimnis kommt selten allein,de-de,audio-book,645d4fb2-9ee9-497d-84b1-bde97909af1b,https://tonies.com/de-de/tonies/der-magische-blumenladen/ein-geheimnis-kommt-selten-allein/,1,1,1,1
10000795,National Geographic Kids,,Astronaut,en-us,Tonie,7227426209943,,1,1,1,1
10000796,National Geographic Kids,,Whale,en-us,Tonie,7227428667543,,1,1,1,1
10000797,Disney,,Baby Lullabies,en-us,Tonie,7548265103511,,1,0,0,0
10000799,National Geographic Kids,,Dinosaur,en-us,Tonie,7326661083287,,1,0,0,0
10000800,Eloise,,,en-us,Tonie,7789733904535,,1,0,0,0
10000801,Angelina Ballerina,,,en-us,Tonie,7984580919447,,1,0,0,0
10000802,Gabby's Dollhouse,,,en-us,Tonie,7789658374295,,1,0,0,0
10000804,Dragons Love Tacos,,,en-us,Tonie,7907851600023,,1,0,0,0
10000807,The Wishing Chair,the-wishing-chair,The Wishing Chair,en-gb,audio-book,4d8f44fc-5148-4b78-b580-a4d848b75575,https://tonies.com/en-gb/tonies/the-wishing-chair/the-wishing-chair/,1,0,0,0
10000812,Julia Donaldson,julia-donaldson,The Snail and the Whale & The Smartest Giant in Town,en-gb,audio-book-songs,1cee4a92-a50d-4395-88d0-facdab646dc2,https://tonies.com/en-gb/tonies/julia-donaldson/the-snail-and-the-whale-the-smartest-giant-in-town/,1,0,0,0
10000818,"Gute Nacht, Gorilla",gute-nacht-gorilla,"Gute Nacht, Gorilla und weitere Einschlafhörspiele",de-de,audio-play-songs,ad2f7545-93a1-48dd-a015-e9f2be6670de,https://tonies.com/de-de/tonies/gute-nacht-gorilla/gute-nacht-gorilla-und-weitere-einschlafhoerspiele/,1,1,0,0
10000819,Laurie Berkner,,,en-us,Tonie,7815911571607,,1,0,0,0
10000820,The Elf on the Shelf,,,en-us,Tonie,8072067055767,,1,0,0,0
10000822,Mia,,,en-us,Tonie,7912821817495,,1,0,0,0
10000824,Creative-Tonie,,DIY,en-us,Creative Tonie,8057950568599,,1,0,0,0
10000826,Nap Time,nap-time,White Noise,en-gb,music,0efb88a8-ffb9-4772-a880-3e3af0d5fd60,https://tonies.com/en-gb/tonies/nap-time/white-noise/,1,0,0,0
10000827,Nap Time,nap-time,Nature Sounds,en-gb,music,8ba709da-e610-402f-b28f-b57f6cc55abf,https://tonies.com/en-gb/tonies/nap-time/nature-sounds/,1,0,0,0
10000829,Lieblings-Kinderlieder,lieblings-kinderlieder,Spiel- und Bewegungslieder,de-de,music,254bbc79-988c-45df-99de-aca9ac9975d2,https://tonies.com/de-de/tonies/lieblings-kinderlieder/bewegungslieder-2021/,1,2,1,1
10000830,Lieblings-Kinderlieder,lieblings-kinderlieder,Schlaflieder,de-de,music,ab3b1beb-c968-45b2-aedc-5f0c4e88ffab,https://tonies.com/de-de/tonies/lieblings-kinderlieder/schlaflieder-2021/,1,1,1,1
10000831,Lieblings-Kinderlieder,lieblings-kinderlieder,Geburtstagslieder,de-de,music,cd88df22-84ef-42ab-9940-be0176789ef7,https://tonies.com/de-de/tonies/lieblings-kinderlieder/geburtstagslieder-2021/,1,1,1,1
10000832,Lieblings-Kinderlieder,lieblings-kinderlieder,Weihnachtslieder,de-de,music,860eb497-ff2b-4dfe-959f-e78711f19b9a,https://tonies.com/de-de/tonies/lieblings-kinderlieder/weihnachtslieder-2021/,1,1,1,1
10000833,Griechische Sagen,griechische-sagen,Griechische Sagen,de-de,audio-book,7421dce7-fca5-4ef7-81e0-7061832eca89,https://tonies.com/de-de/tonies/griechische-sagen/griechische-sagen-2021/,1,1,1,1
10000837,Blue's Clues,blue-s-clues,Blue's Clues and You,en-gb,audio-play-songs,9cf93438-13a0-4162-acf5-3793fa0ef379,https://tonies.com/en-gb/tonies/blue-s-clues/blues-clues-and-you/,1,0,0,0
10000839,Disney,disney,Cars 2,en-gb,audio-play-songs,5e2df981-ee5c-4111-b0de-868662ea4ed6,https://tonies.com/en-gb/tonies/disney/cars-2/,1,0,0,0
10000840,The Elf on the Shelf,the-elf-on-the-shelf,The Elf on the Shelf,en-gb,audio-book-songs,c4d1b66d-4955-4f25-b24d-30bf7908a6f9,https://tonies.com/en-gb/tonies/the-elf-on-the-shelf/the-elf-on-the-shelf/,1,0,0,0
10000853,Mes Comptines Préférées,mes-comptines-preferees,De Noël,fr-fr,music,ae04bc05-87f3-4212-88ac-5a66ace6138f,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/de-noel/,1,0,0,0
10000854,Mes Comptines Préférées,mes-comptines-preferees,Pour S'Endormir,fr-fr,music,9bf6ee1e-0274-4281-9430-6c6f46d75e59,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/pour-sendormir/,1,0,0,0
10000855,Mes Comptines Préférées,mes-comptines-preferees,De La Maternelle,fr-fr,music,ad3cbc3c-e047-49ac-a45a-20dbf09fa373,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/de-la-maternelle/,1,1,0,0
10000858,Disney,disney,La Reine Des Neiges,fr-fr,audio-play-songs,8fcd15ed-3848-41e0-bc08-e6ed53290266,https://tonies.com/fr-fr/tonies/disney/la-reine-des-neiges/,1,0,0,0
10000859,Elmer,elmer,Elmer Et Ses Amis,fr-fr,audio-play,258309b8-9662-4b9f-a7ff-e22849c6af73,https://tonies.com/fr-fr/tonies/elmer/elmer-et-ses-amis/,1,0,0,0
10000860,Disney,disney,Le Monde de Nemo,fr-fr,audio-play,393898d2-0aad-4838-b188-c1f180748fe7,https://tonies.com/fr-fr/tonies/disney/le-monde-de-nemo/,1,0,0,0
10000862,Disney,disney,Cars,fr-fr,audio-play,51f37e39-b99e-49f8-b5e9-c6b8d56f27e9,https://tonies.com/fr-fr/tonies/disney/cars/,1,1,0,0
10000864,Disney,disney,"Ariel, La Petite Sirène",fr-fr,audio-play-songs,95249de2-f2fd-4c69-a805-339b569860ad,https://tonies.com/fr-fr/tonies/disney/ariel-la-petite-sirene/,1,0,0,0
10000865,Disney,disney,Le Livre De La Jungle,fr-fr,audio-play-songs,5f3b8601-90e7-4724-afef-3994c1db4665,https://tonies.com/fr-fr/tonies/disney/le-livre-de-la-jungle/,1,1,0,0
10000866,Disney,disney,Le Roi Lion,fr-fr,audio-play-songs,607a5048-89ce-43a2-96dd-cdedee0b2e23,https://tonies.com/fr-fr/tonies/disney/le-roi-lion/,1,1,0,0
10000867,Disney,disney,Toy Story,fr-fr,audio-play-songs,ba229e52-2211-4057-a853-7ec1a3038246,https://tonies.com/fr-fr/tonies/disney/toy-story/,1,0,0,0
10000868,La Pat' Patrouille,la-pat-patrouille,Chase,fr-fr,audio-play,2eada2d6-39e1-4d75-a2f3-04647e0aa13d,https://tonies.com/fr-fr/tonies/la-pat-patrouille/chase/,1,0,0,0
10000872,Peppa Pig,peppa-pig,Sur La Route Avec Peppa,fr-fr,audio-play,f6ab940e-66ed-4f6b-8669-44496bb5ec3d,https://tonies.com/fr-fr/tonies/peppa-pig/sur-la-route-avec-peppa/,1,0,0,0
10000874,Tonie Créatif,,Licorne,fr-fr,Tonie Créatif,,,1,0,0,0
10000875,Tonie Créatif,,Pirate,fr-fr,Tonie Créatif,,,1,0,0,0
10000876,Tonie Créatif,,Princesse,fr-fr,Tonie Créatif,,,1,0,0,0
10000877,Tonie Créatif,,Super-Héros - Rose,fr-fr,Tonie Créatif,,,1,0,0,0
10000878,Tonie Créatif,,Super-Héros - Turquoise,fr-fr,Tonie Créatif,,,1,0,0,0
10000880,Frederick,frederick,Frederick und seine Mäusefreunde,de-de,audio-play,3a6d6a19-5ad9-4208-821f-df6e6a5d1735,https://tonies.com/de-de/tonies/frederick/frederick-und-seine-maeusefreunde/,1,1,1,1
10000882,Wild Kratts,,Chris,en-us,Tonie,7395915956375,,1,0,0,0
10000885,Mr Men & Little Miss,mr-men-little-miss,Little Miss Sunshine,en-gb,audio-book,6d7e0ef2-425c-42ec-a9dc-94f31accb13d,https://tonies.com/en-gb/tonies/mr-men-little-miss/little-miss-sunshine/,1,0,0,0
10000886,Mr Men & Little Miss,mr-men-little-miss,Mr Strong,en-gb,audio-book,e3ed1406-d15c-439e-ae11-918ff013a7f4,https://tonies.com/en-gb/tonies/mr-men-little-miss/mr-strong/,1,0,0,0
10000887,Mr Men & Little Miss,mr-men-little-miss,Mr Tickle,en-gb,audio-book,0d66bc15-992e-417b-8142-bad6b8c6cf45,https://tonies.com/en-gb/tonies/mr-men-little-miss/mr-tickle/,1,0,0,0
10000888,Tee & Mo,,,en-us,Tonie,7806564925591,,1,0,0,0
10000889,Tee and Mo,tee-and-mo,Tee and Mo,en-gb,audio-play,de0cb8a4-8465-438c-8520-9d7df77d9122,https://tonies.com/en-gb/tonies/tee-and-mo/tee-and-mo/,1,0,0,0
10000890,Das NEINhorn,das-neinhorn,Das NEINhorn & Das NEINhorn und die SchLANGEWEILE,de-de,audio-book,88d21cd5-5532-470e-98a8-3bc87fb0762c,https://tonies.com/de-de/tonies/das-neinhorn/das-neinhorn-das-neinhorn-und-die-schlangeweile/,1,1,1,3
10000891,Lauras Stern,lauras-stern,Die allererste Bilderbuch Geschichte & Glitzernde Gutenacht-Geschichten,de-de,audio-play,90e5ef1e-77cf-4973-ba55-bd333f401e79,https://tonies.com/de-de/tonies/lauras-stern/lauras-stern/,1,1,1,2
10000892,Hasenkind,hasenkind,Nur noch kurz die Ohren kraulen? Hasenkinds Mitmach-Geschichten,de-de,audio-play-songs,04a70918-ef45-435e-9e0e-79e05ee9a1fc,https://tonies.com/de-de/tonies/hasenkind/nur-noch-kurz-die-ohren-kraulen/,1,1,1,1
10000895,Urmel,urmel,Urmel aus dem Eis,de-de,audio-book,2277bcc5-cb05-4136-bf9e-1b9e24fd0ce5,https://tonies.com/de-de/tonies/urmel/urmel-aus-dem-eis/,1,1,1,1
10000896,Wie kleine Tiere schlafen gehen,wie-kleine-tiere-schlafen-gehen,Wie kleine Tiere schlafen gehen / Wie kleine Kinder schlafen gehen,de-de,audio-play-songs,ed6329eb-d053-4370-9fc3-f481e7710dea,https://tonies.com/de-de/tonies/wie-kleine-tiere-schlafen-gehen/wie-kleine-tiere-schlafen-gehen-wie-kleine-kinder-schlafen-gehen/,1,1,1,1
10000897,Michel aus Lönneberga,michel-aus-loenneberga,"Der Tag, an dem Michel besonders nett sein wollte",de-de,audio-book,e280c834-fe41-4794-b0d6-7735cf2d722a,https://tonies.com/de-de/tonies/michel-aus-loenneberga/der-tag-an-dem-michel-besonders-nett-sein-wollte/,1,1,1,3
10000898,Jan Tenner,jan-tenner,Jan Tenner - Planet der 1000 Wunder,de-de,audio-play,c83981cc-7b3e-4cbe-8d5f-f853538a80f0,https://tonies.com/de-de/tonies/jan-tenner/jan-tenner-planet-der-1000-wunder/,1,1,1,1
10000899,Der Löwe in dir,der-loewe-in-dir,Der Löwe in dir und andere Geschichten,de-de,audio-book,b8037c0f-0c5e-4b2a-9b63-1ac3428f47eb,https://tonies.com/de-de/tonies/der-loewe-in-dir/der-lowe-in-dir-und-andere-geschichten-von-rachel-bright-dach/,1,1,1,1
10000906,Das kleine WIR,das-kleine-wir,Das kleine WIR,de-de,audio-play,34a35e60-20c0-4f70-bff7-142d2a20b482,https://tonies.com/de-de/tonies/das-kleine-wir/das-kleine-wir/,1,1,1,1
10000907,Der kleine Nick,der-kleine-nick,Der kleine Nick ist der Beste,de-de,audio-book,640b57a8-8ca2-44cd-bb0d-d6823d43e8c7,https://tonies.com/de-de/tonies/der-kleine-nick/der-kleine-nick-ist-der-beste/,1,0,0,0
10000908,Die kleine Raupe Nimmersatt,die-kleine-raupe-nimmersatt,Schlaf gut! Die kleine Raupe Nimmersatt und weitere Geschichten,de-de,audio-book,6a136a9c-bfd7-4434-aa5b-fb87f48fec05,https://tonies.com/de-de/tonies/die-kleine-raupe-nimmersatt/schlaf-gut-die-kleine-raupe-nimmersatt-und-weitere-geschichten/,1,1,1,1
10000909,Der kleine Elefant,der-kleine-elefant,"Der kleine Elefant, der so gerne einschlafen möchte",de-de,audio-book-songs,567a5575-40ad-4bcc-a0d6-4dba095d7658,https://tonies.com/de-de/tonies/der-kleine-elefant/der-kleine-elefant-der-so-gerne-einschlafen-mchte/,1,1,0,0
10000910,Leo Lausemaus,leo-lausemaus,Das Original-Hörspiel zu den Büchern 3,de-de,audio-play,da499155-c3ed-4883-9f8a-27cd2feb9d7b,https://tonies.com/de-de/tonies/leo-lausemaus/das-original-hoerspiel-zu-den-buechern-3/,1,1,1,2
10000911,Willy Astor,willy-astor,Kindischer Ozean,de-de,audio-book-songs,afdccb48-045b-4eb5-84ed-b62595accd4d,https://tonies.com/de-de/tonies/willy-astor/kindischer-ozean/,1,1,1,2
10000912,Prinzessin Lillifee,prinzessin-lillifee,Gute-Nacht-Geschichten - Die verzauberten Seerosen/Die goldene Perle,de-de,audio-play-songs,b0ff0fb0-abf8-4976-b60f-59de75ceb6af,https://tonies.com/de-de/tonies/prinzessin-lillifee/gute-nacht-geschichten-die-verzauberten-seerosendie-goldene-perle/,1,1,1,1
10000913,Das kleine Hörbuch vom großen Glück,das-kleine-hoerbuch-vom-grossen-glueck,Das kleine Hörbuch vom großen Glück - Die Glücksfee,de-de,audio-book-songs,a5422d8a-aaca-488c-8bf9-2f28ceb0e06c,https://tonies.com/de-de/tonies/das-kleine-hoerbuch-vom-grossen-glueck/das-kleine-hoerbuch-vom-groszen-glueck-die-gluecksfee-dach/,1,1,1,2
10000925,LMNO Peas,,,en-us,Tonie,7727258665111,,1,0,0,0
10000926,Chicka Chicka Boom Boom,,,en-us,Tonie,7465440411799,,1,0,0,0
10000927,Minimusiker,minimusiker,Lieder für dich 2,de-de,music,53209d2e-c40c-4b01-8e81-019c32ca8285,https://tonies.com/de-de/tonies/minimusiker/lieder-fuer-dich-2/,1,1,1,1
10000928,PJ Masks,pj-masks,Zeit ein Held zu sein,de-de,audio-play,748ce7a3-fc32-43e5-9410-6bffc96dca52,https://tonies.com/de-de/tonies/pj-masks/zeit-ein-held-zu-sein/,1,1,1,1
10000929,My Little Pony,my-little-pony,My Little Pony - Das Original-Hörspiel zum Film,de-de,audio-play,c3c466fb-2379-4167-8dd0-6d2815abe5e7,https://tonies.com/de-de/tonies/my-little-pony/my-little-pony-das-original-hrspiel-zum-film/,1,1,0,0
10000931,National Geographic Kids,,Horse,en-us,Tonie,7806559486103,,1,0,0,0
10000933,PAW Patrol,paw-patrol,Schneller als die Feuerwehr,de-de,audio-play,0da87958-2460-4b46-8958-0a35a0a09ad6,https://tonies.com/de-de/tonies/paw-patrol/schneller-als-die-feuerwehr/,1,1,1,1
10000934,Disney,,Fantasia,en-us,Tonie,7223007674519,,1,0,0,0
10000935,Disney,disney,Fantasia,en-gb,audio-play-songs,04299db4-54e4-40f2-a36b-405651bf3e84,https://tonies.com/en-gb/tonies/disney/fantasia/,1,0,0,0
10000936,Disney,,Lilo & Stitch,en-us,Tonie,7907852648599,,1,0,0,0
10000937,DC,,Batman,en-us,Tonie,8032002211991,,1,0,0,0
10000940,Roald Dahl,roald-dahl,James and the Giant Peach,en-gb,audio-book,c8eabd6e-330a-47e2-bc29-a7997cae2753,https://tonies.com/en-gb/tonies/roald-dahl/james-and-the-giant-peach/,1,0,0,0
10000941,Horrible Histories,horrible-histories,Rotten Romans,en-gb,audio-play-songs,c72e4bea-7658-4c73-804c-026a15b0ea77,https://tonies.com/en-gb/tonies/horrible-histories/rotten-romans/,1,0,0,0
10000942,DC,dc,Batman,en-gb,audio-play,8a182795-0faf-40e5-a0e7-0fc50112eae7,https://tonies.com/en-gb/tonies/dc/batman/,1,0,0,0
10000944,We're Going on a Bear Hunt,we-re-going-on-a-bear-hunt,We're Going on a Bear Hunt,en-gb,audio-play-songs,afb27a01-5e0b-45e2-944a-b77b52e4aa30,https://tonies.com/en-gb/tonies/we-re-going-on-a-bear-hunt/were-going-on-a-bear-hunt/,1,0,0,0
10000945,Disney,disney,Disney Baby Lullabies,en-gb,audio-play-songs,9c93e125-bf06-410b-913e-ca39720f07c9,https://tonies.com/en-gb/tonies/disney/disney-lullabies/,1,0,0,0
10000961,Kreativ-Tonie,,Beere (Hellbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000962,Kreativ-Tonie,,Rot (Hellbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000963,Kreativ-Tonie,,Grün (Hellbraun),de-de,Kreativ-Tonies,,,1,0,0,0
